date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:36:05	517/517	---M--	200	added ('OK')	text/plain	date:Sat,%2011%20Jun%202022%2006:12:34%20GMT	https://techtrix.peacefulqode.com/robots.txt		(from )
12:36:06	199570/199570	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Apr%202024%2004:36:07%20GMT	https://techtrix.peacefulqode.com/	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/index.html	(from )
12:36:07	10806/10806	---M--	200	added ('OK')	image/x-icon	date:Mon,%2007%20Jun%202021%2012:24:33%20GMT	https://techtrix.peacefulqode.com/wp-content/uploads/2021/06/favicon.ico	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/uploads/2021/06/favicon.ico	(from https://techtrix.peacefulqode.com/)
12:36:07	113381/113381	---M--	200	added ('OK')	text/css	date:Sun,%2028%20Apr%202024%2011:46:09%20GMT	https://techtrix.peacefulqode.com/wp-includes/css/dist/block-library/style.min.css?ver=6.5.2	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-includes/css/dist/block-library/style.mine63c.css	(from https://techtrix.peacefulqode.com/)
12:36:07	53435/53435	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Apr%202024%2008:59:15%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/redux-framework/redux-core/assets/css/extendify-utilities.css?ver=4.4.15	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/redux-framework/redux-core/assets/css/extendify-utilitiese929.css	(from https://techtrix.peacefulqode.com/)
12:36:08	2859/2859	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2011:23:17%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.7.7	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/contact-form-7/includes/css/stylesf2b4.css	(from https://techtrix.peacefulqode.com/)
12:36:08	3356/3356	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:06:22%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/techtrix-core//assests/css/owl.carousel.min.css?ver=1.1.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/techtrix-core/assests/css/owl.carousel.minf488.css	(from https://techtrix.peacefulqode.com/)
12:36:08	84252/84252	---MC-	200	added ('OK')	application/rss+xml	etag:%22f42e35917195b39a24f59bc55711805b%22	https://techtrix.peacefulqode.com/feed/	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/feed/index.html	(from https://techtrix.peacefulqode.com/)
12:36:09	6665/6665	---MC-	200	added ('OK')	application/rss+xml	etag:%22f42e35917195b39a24f59bc55711805b%22	https://techtrix.peacefulqode.com/comments/feed/	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/comments/feed/index.html	(from https://techtrix.peacefulqode.com/)
12:36:09	13693/13693	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:06:22%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/techtrix-core//assests/css/swiper-bundle.min.css?ver=1.1.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/techtrix-core/assests/css/swiper-bundle.minf488.css	(from https://techtrix.peacefulqode.com/)
12:36:09	4595/4595	---M--	200	added ('OK')	text/css	date:Thu,%2002%20Mar%202023%2001:08:24%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/techtrix-core//assests/css/slick.css?ver=1.1.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/techtrix-core/assests/css/slickf488.css	(from https://techtrix.peacefulqode.com/)
12:36:09	2287/2287	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:06:20%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/techtrix-core//assests/css/flaticon/collection-1/flaticon.css?ver=2.0.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/techtrix-core/assests/css/flaticon/collection-1/flaticon001e.css	(from https://techtrix.peacefulqode.com/)
12:36:09	1702/1702	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:06:22%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/techtrix-core//assests/css/flaticon/collection-2/flaticon.css?ver=2.0.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/techtrix-core/assests/css/flaticon/collection-2/flaticon001e.css	(from https://techtrix.peacefulqode.com/)
12:36:10	2355/2355	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:06:22%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/techtrix-core//assests/css/flaticon/collection-3/flaticon.css?ver=2.0.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/techtrix-core/assests/css/flaticon/collection-3/flaticon001e.css	(from https://techtrix.peacefulqode.com/)
12:36:10	51295/51295	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:06:22%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/techtrix-core//assests/css/ionicons.min.css?ver=2.0.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/techtrix-core/assests/css/ionicons.min001e.css	(from https://techtrix.peacefulqode.com/)
12:36:10	6328/6328	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:06:22%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/techtrix-core//assests/css/timeline.min.css?ver=2.0.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/techtrix-core/assests/css/timeline.min001e.css	(from https://techtrix.peacefulqode.com/)
12:36:10	17531/17531	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:06:22%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/techtrix-core//assests/css/themify-icons.css?ver=2.0.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/techtrix-core/assests/css/themify-icons001e.css	(from https://techtrix.peacefulqode.com/)
12:36:10	5259/5259	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:06:22%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/techtrix-core//assests/css/magnific-popup.min.css?ver=2.3.4	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/techtrix-core/assests/css/magnific-popup.min531b.css	(from https://techtrix.peacefulqode.com/)
12:36:11	161/161	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:06:20%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/techtrix-core//assests/css/block-revealer.css?ver=2.3.4	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/techtrix-core/assests/css/block-revealer531b.css	(from https://techtrix.peacefulqode.com/)
12:36:11	42839/42839	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:06:22%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/techtrix-core//assests/css/jquery.mCustomScrollbar.min.css?ver=2.3.4	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/techtrix-core/assests/css/jquery.mCustomScrollbar.min531b.css	(from https://techtrix.peacefulqode.com/)
12:36:11	7598/7598	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:06:22%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/techtrix-core//assests/css/roundslider.css?ver=2.0.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/techtrix-core/assests/css/roundslider001e.css	(from https://techtrix.peacefulqode.com/)
12:36:11	17688/17688	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Apr%202024%2008:59:26%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=8.8.2	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout5d2d.css	(from https://techtrix.peacefulqode.com/)
12:36:12	7043/7043	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Apr%202024%2008:59:26%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=8.8.2	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen5d2d.css	(from https://techtrix.peacefulqode.com/)
12:36:12	77174/77174	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Apr%202024%2008:59:26%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.8.2	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/woocommerce/assets/css/woocommerce5d2d.css	(from https://techtrix.peacefulqode.com/)
12:36:12	19443/19443	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2011:23:20%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minfc13.css	(from https://techtrix.peacefulqode.com/)
12:36:12	9921/9921	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2011:23:20%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.14.1	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/elementor/assets/css/frontend-legacy.mina1c3.css	(from https://techtrix.peacefulqode.com/)
12:36:13	12876/12876	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2011:23:20%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://techtrix.peacefulqode.com/)
12:36:13	157039/157039	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2011:23:20%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.14.1	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/elementor/assets/css/frontend.mina1c3.css	(from https://techtrix.peacefulqode.com/)
12:36:14	1183/1183	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Apr%202024%2009:33:40%20GMT	https://techtrix.peacefulqode.com/wp-content/uploads/elementor/css/post-1.css?ver=1714124020	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/uploads/elementor/css/post-19c3c.css	(from https://techtrix.peacefulqode.com/)
12:36:14	59344/59344	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2011:23:20%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.14.1	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.mina1c3.css	(from https://techtrix.peacefulqode.com/)
12:36:15	71225/71225	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Apr%202024%2009:33:41%20GMT	https://techtrix.peacefulqode.com/wp-content/uploads/elementor/css/post-9.css?ver=1714124021	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/uploads/elementor/css/post-92c8b.css	(from https://techtrix.peacefulqode.com/)
12:36:15	26702/26702	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2011:23:20%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.14.1	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.mina1c3.css	(from https://techtrix.peacefulqode.com/)
12:36:15	30999/30999	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2011:23:20%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://techtrix.peacefulqode.com/)
12:36:15	89730/89730	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:02:50%20GMT	https://techtrix.peacefulqode.com/wp-content/themes/techtrix/assets/css/line-awesome.min.css?ver=1.3.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/themes/techtrix/assets/css/line-awesome.min6f3e.css	(from https://techtrix.peacefulqode.com/)
12:36:16	51295/51295	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:02:50%20GMT	https://techtrix.peacefulqode.com/wp-content/themes/techtrix/assets/css/ionicons.min.css?ver=2.0.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/themes/techtrix/assets/css/ionicons.min001e.css	(from https://techtrix.peacefulqode.com/)
12:36:16	9675/9675	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:02:50%20GMT	https://techtrix.peacefulqode.com/wp-content/themes/techtrix/assets/css/techtrix-loader.css?ver=4.1.3	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/themes/techtrix/assets/css/techtrix-loadera352.css	(from https://techtrix.peacefulqode.com/)
